"ambientes";"property.surface_covered";"property.price";"property.surface_total";"year";"gimnasio";"cochera";"pileta";"precioM2";"precioM2Vecino";"X";"Y"
3;187;165000;187;2019;0;0;1;882.352941176471;931.058414423892;2240015.50331654;6505404.31589532
1;42;65000;45;2019;0;0;0;1547.61904761905;1835.92053842814;2243619.46748693;6497359.95952879
2;55;74000;60;2020;0;0;0;1345.45454545455;1331.66666666667;2245053.11237066;6499991.29681659
3;200;380000;200;2019;1;0;1;1900;1714.28571428571;2236921.66030324;6501465.66449252
2;70;85000;70;2019;0;0;0;1214.28571428571;1677.5;2245295.73248918;6498262.39089743
2;80;44000;150;2020;0;1;0;550;550.838983050847;2239080.15391137;6496246.96128308
2;130;85000;1337;2020;0;1;0;653.846153846154;1860.23255813953;2243607.42061962;6496524.04927222
3;80;24999;80;2020;0;1;0;312.4875;793.981481481482;2246028.18021809;6493567.4981386
4;120;51500;250;2019;0;1;0;429.166666666667;738.844262295082;2248507.60682783;6496047.70833129
3;185;185000;180;2020;0;0;0;1000;1166.66666666667;2241231.95924604;6505544.25508472
2;212;150000;212;2020;0;1;0;707.547169811321;1129.03225806452;2243342.01203714;6494975.45813839
1;55;59000;55;2020;0;0;0;1072.72727272727;1125;2242087.12582586;6499507.22663765
1;45;75999;51;2019;0;0;0;1688.86666666667;1857.47767857143;2244708.68553034;6497285.69671924
1;46;78000;49;2020;0;0;0;1695.65217391304;1702.12765957447;2245832.11967409;6498593.8200135
2;119;185000;119;2020;0;0;0;1554.6218487395;1240;2238613.69888811;6494668.78486234
1;72;150000;93;2020;1;1;1;2083.33333333333;1230.76923076923;2237716.73858196;6502291.72945502
3;115;135000;115;2020;0;1;0;1173.91304347826;1255.4347826087;2238364.84246874;6494644.36769835
3;140;74999;220;2020;0;1;1;535.707142857143;1255.4347826087;2239043.0835671;6494900.55280843
1;45;40000;48;2020;0;0;0;888.888888888889;1702.12765957447;2245575.18896427;6498394.32269239
1;33;41900;33;2019;0;0;0;1269.69696969697;1203.7037037037;2241440.00007464;6499064.46534499
3;95;145000;95;2019;1;1;1;1526.31578947368;1720;2236948.00829723;6501304.14256057
2;400;525000;400;2020;0;1;1;1312.5;1437.12574850299;2245216.45707527;6491596.19456534
3;145;90000;145;2019;0;1;0;620.689655172414;579.166666666667;2236539.01633747;6500509.80801932
2;90;140000;130;2019;0;0;0;1555.55555555556;1695.65217391304;2245963.40173475;6498637.43090895
2;160;80000;160;2019;0;0;0;500;915.333333333333;2244207.15861235;6501872.60929617
1;37;20900;45;2019;0;0;0;564.864864864865;800;2245986.79580025;6495738.39388563
1;50;69000;60;2019;0;0;0;1380;1296.2962962963;2244906.40276327;6499984.40700527
3;150;147000;150;2020;0;1;0;980;1250;2238634.05558989;6494636.6751453
4;100;48000;250;2020;0;1;1;480;715.909090909091;2246986.32729812;6499829.50632672
2;80;85000;80;2019;0;1;0;1062.5;1916.66666666667;2244067.83094365;6496847.97080055
1;38;40000;39;2019;0;0;0;1052.63157894737;1466.48351648352;2245820.49947326;6499213.70616831
1;51;98000;58;2020;0;0;0;1921.56862745098;1866.66666666667;2244733.97855256;6497293.38727004
2;65;114999;68;2020;0;0;0;1769.21538461538;1830.98591549296;2244513.40713335;6497547.47477423
1;48;79000;50;2020;0;0;0;1645.83333333333;1805.55555555556;2244617.38934914;6497720.67032755
2;150;350000;210;2020;0;1;0;2333.33333333333;1888.88888888889;2243878.02353354;6497172.39943588
1;32;48000;42;2020;0;0;0;1500;1237.5;2244230.77790452;6498757.88709333
3;168;125000;238;2020;0;1;0;744.047619047619;894.88188976378;2242454.50998179;6501770.61091886
1;140;150000;140;2020;0;1;0;1071.42857142857;1227.1332961517;2236569.02578654;6502843.18764899
1;47;80000;67;2020;0;1;1;1702.12765957447;1707.81300813008;2245378.94195637;6498349.4151286
3;238;179000;253;2020;0;1;0;752.100840336134;1532.48945147679;2241290.63105139;6497286.75775753
1;45;68000;50;2020;0;0;0;1511.11111111111;1739.13043478261;2245805.55564001;6498286.25367066
1;45;58000;45;2020;0;0;0;1288.88888888889;1136.36363636364;2241242.69500189;6499800.11768415
2;57;90640;70;2020;0;1;1;1590.17543859649;1532.48945147679;2241318.93058729;6497291.73454096
1;41;42000;40;2019;0;0;0;1024.39024390244;1242.42424242424;2244230.77790452;6498757.88709333
1;45;80000;55;2020;0;0;0;1777.77777777778;1851.29906025428;2244982.8565593;6497332.04544117
1;43;62000;46;2020;0;0;0;1441.86046511628;1800;2244343.45302329;6497631.53959936
2;175;195000;335;2020;0;1;0;1114.28571428571;980;2239293.93809667;6506515.61996616
2;185;35000;180;2020;0;0;0;189.189189189189;916.666666666667;2242241.80356076;6496991.60937388
1;83;140000;93;2020;1;1;1;1686.74698795181;1720;2236963.78098531;6501227.47651717
3;120;85000;120;2020;0;1;0;708.333333333333;1216.21621621622;2242106.08270206;6498500.89391219
3;132;55000;469;2019;0;1;0;416.666666666667;850;2238714.87755934;6507316.31789733
2;180;125000;150;2019;1;1;1;694.444444444444;618.055555555556;2245916.15735923;6493431.8320656
1;45;80000;45;2020;0;0;0;1777.77777777778;1888.88888888889;2243714.26284602;6497060.01898418
1;273;119900;425;2020;0;1;0;439.194139194139;761.538461538462;2247204.5689091;6496222.39151282
2;75;91500;102;2020;0;1;1;1220;1533.33333333333;2243030.85651892;6496197.08236197
3;100;79000;100;2020;0;1;0;790;744.577062791905;2240589.53412689;6498969.37263593
2;120;120000;120;2020;0;0;0;1000;1507.93650793651;2243640.21208225;6497994.56521989
1;38;39500;40;2020;0;0;0;1039.47368421053;888.888888888889;2242534.64426617;6502461.00203979
2;41;40000;41;2020;0;0;0;975.609756097561;1075;2243208.28760814;6500583.24320578
3;130;68000;330;2020;0;1;0;523.076923076923;612.5;2239422.50737973;6495699.48716443
3;114;94000;197;2020;0;1;0;824.561403508772;820;2241143.68645724;6495951.51529166
1;146;98000;330;2019;0;1;0;671.232876712329;740.740740740741;2245068.71725366;6505528.87026868
1;48;85000;60;2020;1;1;1;1770.83333333333;1342.78846153846;2245837.75655713;6497025.32861005
3;300;95000;90;2020;0;1;0;316.666666666667;1487.83783783784;2239742.3013433;6494226.10923601
1;40;60000;50;2020;0;0;0;1500;1840;2244202.78534446;6497540.98691334
3;70;75000;70;2020;0;0;0;1071.42857142857;1378.98936170213;2242876.90522818;6498896.50877403
1;40;28000;40;2020;0;0;0;700;1233.33333333333;2244561.89860847;6498564.05103561
2;100;80000;139;2019;0;0;0;800;808.608058608059;2246224.02908426;6495820.67572756
1;250;150000;270;2019;0;1;1;600;833.333333333333;2238077.91298052;6499774.96925133
1;42;60000;62;2019;0;0;0;1428.57142857143;1250;2242598.84162727;6499119.24439096
4;170;219000;181;2020;0;0;1;1288.23529411765;1175;2238143.82072704;6505319.27069937
3;230;250000;230;2020;0;1;0;1086.95652173913;986.238532110092;2240099.29730424;6502927.17100862
2;77;105000;180;2019;0;1;0;1363.63636363636;1160.25256410256;2242070.90479933;6504841.37821762
3;139;95000;250;2020;0;1;0;683.453237410072;1545.45454545455;2244502.43965236;6495775.40327562
2;144;78000;352;2020;0;1;0;541.666666666667;794.872483221477;2239906.39701294;6498416.52371534
1;286;180000;310;2020;0;1;1;629.370629370629;700;2239838.53533293;6497138.50512993
2;165;160000;530;2020;0;1;0;969.69696969697;525;2238740.35149939;6495950.35409265
2;55;55000;55;2020;0;0;0;1000;800;2240158.85362382;6498476.77442232
2;75;105000;92;2019;0;1;1;1400;1704.54545454545;2245471.19243423;6498606.14860964
3;82;160000;82;2019;0;1;0;1951.21951219512;1691.17647058824;2236881.17445802;6501574.5548888
2;65;85000;65;2020;0;0;0;1307.69230769231;1430.50193050193;2242767.14292185;6497441.69828134
3;147;140000;150;2020;0;0;1;952.380952380952;1040;2232002.36791077;6494352.00132067
3;300;465000;300;2020;0;1;0;1550;1312.5;2235243.22352424;6504871.02205253
2;550;320000;550;2020;0;1;1;581.818181818182;873.076923076923;2242362.02887357;6501919.88186331
2;43;65000;60;2020;0;0;1;1511.62790697674;1533.90804597701;2246430.81948281;6498672.59681714
4;560;345000;560;2020;0;1;1;616.071428571429;1349.55752212389;2244999.16814149;6493956.42846545
2;81;105000;81;2019;0;1;0;1296.2962962963;1400;2246817.63051069;6498580.40954278
3;70;155000;100;2019;0;0;0;2214.28571428571;1488.88888888889;2242546.21913426;6498034.42327806
2;72;99000;72;2019;0;0;0;1375;1372.98387096774;2243095.36317423;6498725.50480051
1;46;80000;48;2019;0;0;0;1739.13043478261;1894.73684210526;2243907.91427121;6496587.33862414
3;82;165000;107;2019;0;1;0;2012.19512195122;1411.76470588235;2243464.39837477;6498560.8936028
1;45;120000;48;2020;0;0;0;2666.66666666667;1545.45454545455;2244084.96384235;6497949.3461309
1;45;44000;45;2020;0;0;0;977.777777777778;1250;2244797.21308382;6498517.88170624
1;145;95000;250;2020;0;0;0;655.172413793103;791.346153846154;2241234.30144207;6498450.06833505
1;56;69000;65;2020;0;1;0;1232.14285714286;1315.76315789474;2243641.12798061;6500695.80860956
1;80;115000;80;2019;0;0;0;1437.5;1866.66666666667;2244462.46813884;6497312.34175505
2;200;80000;291;2019;0;1;0;400;620.192307692308;2246059.78980647;6504235.36559365
1;37;82000;40;2019;0;0;0;2216.21621621622;1807.14285714286;2243334.10371182;6496923.40331242
1;70;115000;180;2020;0;1;0;1642.85714285714;1600;2236562.13281851;6506132.38161714
1;45;70000;45;2020;0;1;0;1555.55555555556;1348.07692307692;2244165.20057548;6500626.59498347
1;40;74000;49;2020;0;0;0;1850;1857.14285714286;2244813.96207572;6497446.37463419
1;54;95000;61;2020;0;0;0;1759.25925925926;1846.15384615385;2243529.57096823;6497129.80396668
2;63;137900;95;2020;0;0;0;2188.88888888889;1841.05263157895;2244374.97888965;6497455.87300658
1;59;120000;65;2020;0;0;0;2033.89830508475;1860;2243601.75088995;6497153.84133845
2;200;310000;200;2020;0;0;0;1550;746.875;2241262.40096852;6490842.86961159
1;42;47000;46;2020;0;0;0;1119.04761904762;1466.48351648352;2245750.53595935;6499264.83364146
3;240;145000;240;2020;0;1;0;604.166666666667;1142.85714285714;2240608.66546048;6499660.13966634
1;45;26000;45;2020;0;0;0;577.777777777778;517.723631508678;2247320.91368521;6500198.68875568
3;250;55000;142;2020;0;1;0;220;936.363636363636;2237606.23082047;6494912.19021114
3;290;70000;160;2020;0;1;0;241.379310344828;564.583333333333;2239229.66698559;6496422.42886731
2;300;90000;194;2020;0;1;0;300;791.666666666667;2241585.30936665;6496384.83032231
4;183;210000;183;2019;0;1;1;1147.54098360656;705.213903743316;2241873.147962;6495596.28896789
2;125;69000;300;2019;0;0;0;552;643.478260869565;2236274.63691063;6499888.50578368
3;200;4e+05;200;2019;0;1;1;2000;1312.5;2235242.9682414;6504870.99642012
1;45;40000;45;2019;0;0;0;888.888888888889;552.763819095477;2241701.62295668;6500775.98252588
1;45;109000;48;2019;0;1;0;2422.22222222222;1860;2243601.75088995;6497153.84133845
2;95;115000;202;2019;0;0;0;1210.52631578947;940.362811791383;2238366.29077128;6506794.71051204
1;46;73200;52;2019;0;1;1;1591.30434782609;1071.42857142857;2243153.58703757;6494888.54811315
1;45;80000;55;2019;0;0;0;1777.77777777778;1390.09661835749;2243660.25460417;6498551.56031538
2;125;210000;150;2020;0;1;0;1680;876.923076923077;2245710.45680334;6494510.09110492
2;300;80000;136;2020;0;1;0;266.666666666667;768.382352941176;2240831.4978546;6497972.940937
3;450;35000;200;2020;0;0;0;77.7777777777778;564.435483870968;2238244.32717558;6495231.49154216
2;53;57000;67;2020;0;0;0;1075.47169811321;1300;2244497.6196444;6500136.6161454
2;60;89000;82;2020;0;0;1;1483.33333333333;1366.66666666667;2244112.41633072;6499133.53500104
1;41;55000;41;2020;0;0;1;1341.46341463415;1802.43902439024;2245406.60093311;6499160.91282816
3;264;40000;117;2020;0;1;0;151.515151515152;585.623864502139;2239941.17101259;6496100.75495334
2;180;75000;170;2020;0;0;0;416.666666666667;1089.74358974359;2242349.25421412;6497537.70458918
1;340;560000;1701;2020;0;0;1;1647.05882352941;1176.6081871345;2234028.53910282;6504997.87916666
2;90;270000;90;2020;1;1;1;3000;1687.5;2240744.91906827;6501089.64307043
3;212;235000;355;2019;0;1;1;1108.49056603774;1067.42424242424;2239536.6403925;6502219.39539839
1;73;125000;135;2019;0;0;0;1712.32876712329;1894.73684210526;2243820.90739322;6496881.53358776
3;215;520000;215;2019;1;1;1;2418.60465116279;972.350230414747;2240659.61328868;6502468.30665779
3;48;58000;50;2019;0;0;1;1208.33333333333;1136.35227272727;2240635.76724134;6499590.35435953
1;45;67000;50;2019;0;0;1;1488.88888888889;1405.40540540541;2244953.87018613;6498304.76760881
1;45;76900;45;2019;0;0;1;1708.88888888889;1274.15966386555;2244149.11066153;6500368.6303075
2;165;138000;780;2019;0;1;0;836.363636363636;598.796407185629;2235620.8138519;6508545.1040086
3;121;238427;151;2019;1;1;1;1970.47107438017;1642.85714285714;2236765.28926494;6505981.74805708
2;184;89900;125;2020;0;1;0;488.586956521739;666.666666666667;2247890.19599994;6496670.50112883
1;48;43000;50;2020;0;0;0;895.833333333333;1082.89473684211;2240495.07635002;6500463.03477574
1;44;45900;44;2020;0;0;0;1043.18181818182;1289.47368421053;2243802.31132291;6500185.25038731
2;240;89000;345;2019;0;0;0;370.833333333333;507.009345794393;2246987.70128774;6500601.81627545
2;180;350000;180;2019;0;0;0;1944.44444444444;1175;2238143.82072704;6505319.27069937
1;44;82000;47;2019;0;0;0;1863.63636363636;1785.71428571429;2243187.66015914;6496624.35378538
1;80;71000;80;2019;0;1;1;887.5;1333.33333333333;2243893.83882629;6500441.04568401
1;150;120000;300;2020;0;1;0;800;649.479166666667;2239274.06392275;6496737.99297911
1;150;125000;300;2020;0;1;0;833.333333333333;649.479166666667;2239277.15480242;6496730.45445376
2;136;61999;200;2020;0;1;1;455.875;802.412688172043;2244028.74766996;6502169.27210047
1;111;125000;120;2020;0;0;0;1126.12612612613;1230.60200668896;2242137.82256034;6498795.91789281
1;42;66000;53;2020;0;0;1;1571.42857142857;1500;2246658.11284654;6498606.83617794
2;85;130000;100;2020;0;0;0;1529.41176470588;1375;2243520.76160853;6498906.32859849
3;215;485000;215;2020;1;1;1;2255.81395348837;972.350230414747;2240654.25998702;6502464.51424691
2;60;61000;66;2020;1;1;0;1016.66666666667;1533.33333333333;2243030.9639417;6496197.51116013
2;135;140000;160;2020;0;0;0;1037.03703703704;981.927710843373;2238073.6164225;6506844.60583372
1;40;78000;70;2020;0;0;1;1950;1702.12765957447;2245559.3949456;6498630.23702429
1;40;83000;42;2020;0;0;0;2075;1733.33333333333;2243718.17122063;6497440.82346476
1;54;70000;87;2019;0;0;0;1296.2962962963;1300;2244513.94796091;6500041.38594819
2;80;80000;250;2019;0;1;1;1000;1050;2244150.8443922;6501832.87211049
1;33;44900;33;2020;0;0;0;1360.60606060606;1510.20408163265;2242842.97826;6498237.93615861
2;78;120000;87;2020;0;0;0;1538.46153846154;1358.57142857143;2246188.82333708;6499207.39954601
2;65;105000;78;2020;0;0;0;1615.38461538462;1476.74418604651;2243543.26585242;6498049.74473608
4;380;590000;1600;2019;1;1;1;1552.63157894737;1439.39393939394;2233750.53733184;6506257.84540991
3;209;190000;193;2019;0;1;0;909.090909090909;1203.7037037037;2242215.54306489;6504617.24538097
1;60;60000;60;2019;0;0;0;1000;1916.66666666667;2244067.83094365;6496847.97080055
1;48;50000;54;2019;1;1;1;1041.66666666667;1405.88235294118;2239610.41308737;6501032.2762238
1;33;39900;33;2019;0;0;0;1209.09090909091;1619.63434022258;2243146.6613691;6497405.40218835
2;210;330000;210;2020;0;0;1;1571.42857142857;1439.39393939394;2233668.25363988;6506129.08897157
3;222;130000;301;2020;0;1;0;585.585585585586;923.076923076923;2245864.62676585;6494857.33053388
2;207;99999;285;2020;0;0;0;483.086956521739;722.222222222222;2245823.19213047;6496250.75511462
1;45;68000;55;2020;0;0;0;1511.11111111111;1369.5652173913;2243671.28663374;6498990.93505606
1;45;77000;50;2020;0;0;0;1711.11111111111;1710.52631578947;2244150.85448372;6497670.78582548
2;87;130000;87;2020;0;1;1;1494.25287356322;1720;2236947.98191569;6501304.31227604
2;54;100320;67;2020;0;1;1;1857.77777777778;1532.48945147679;2241318.93058729;6497291.73454096
2;56;84480;70;2020;0;1;1;1508.57142857143;1539.39393939394;2241318.93058729;6497291.73454096
3;118;353300;156;2020;1;1;1;2994.06779661017;2680.41237113402;2244740.72884702;6492417.09335937
3;160;95000;160;2019;0;1;0;593.75;625;2245890.10821798;6504230.16151549
2;550;140000;216;2019;0;1;0;254.545454545455;1071.42857142857;2236984.32216116;6507970.88510663
3;300;45000;198;2019;0;1;0;150;558.333333333333;2236829.96668589;6500244.36935265
1;170;175000;288;2019;0;1;0;1029.41176470588;781.481481481482;2240366.58837515;6497035.97252172
1;140;109000;168;2019;0;0;0;778.571428571429;1192.30769230769;2242520.35503505;6499497.32132544
1;40;85000;70;2019;0;0;1;2125;1702.12765957447;2245559.3949456;6498630.23702429
3;429;6e+05;429;2020;0;1;1;1398.6013986014;1333.33333333333;2232839.1355155;6506231.31190512
3;250;195000;200;2020;0;1;0;780;812.280701754386;2240781.21636339;6496069.60640032
2;45;78000;62;2019;0;0;0;1733.33333333333;1560;2242982.10900121;6498167.56329529
1;42;40000;42;2019;0;0;0;952.380952380952;1093.75;2241397.75288059;6506334.7581432
1;165;195000;300;2019;0;1;0;1181.81818181818;1058.82352941176;2236348.05623658;6506269.59912771
1;36;35000;36;2019;0;0;1;972.222222222222;790.960451977401;2245507.48828102;6501116.51056615
3;73;79900;110;2020;0;1;0;1094.52054794521;1267.12328767123;2244529.53648343;6499273.37002745
2;53;100320;67;2020;0;1;1;1892.83018867925;1532.48945147679;2241318.93058729;6497291.73454096
2;210;142000;217;2020;0;1;0;676.190476190476;850.320384461354;2241453.76549471;6501921.92794519
1;42;55000;42;2020;0;1;0;1309.52380952381;1222.22222222222;2244989.82739586;6500606.78377922
1;120;120000;300;2019;0;1;1;1000;664.639321074965;2239194.24159683;6495253.42889897
1;44;90000;444;2019;0;0;0;2045.45454545455;1840;2244719.34830742;6497535.07800942
2;50;55999;50;2019;0;0;0;1119.98;1314.14473684211;2244567.80394127;6499597.55162236
3;130;55000;240;2020;0;0;0;423.076923076923;945.378151260504;2243101.8707947;6501914.24517914
2;62;89900;90;2020;0;0;0;1450;1707.81300813008;2245658.77272148;6498599.30784812
2;77;77000;99;2019;0;1;0;1000;1782.17821782178;2240717.97474424;6493019.21939361
2;63;105000;75;2019;0;0;0;1666.66666666667;1567.53246753247;2246361.0443099;6498481.69927668
3;177;240000;153;2019;1;1;1;1355.93220338983;2713.83255919338;2244740.72884702;6492417.09335937
3;130;140000;130;2019;0;0;0;1076.92307692308;1411.76470588235;2243908.48829177;6498237.88873559
2;80;1e+05;80;2020;0;0;0;1250;1888.88888888889;2243764.90353043;6496851.79681812
2;100;49000;100;2020;0;1;1;490;1000;2240229.48725109;6500376.84426537
1;45;83000;50;2020;0;0;0;1844.44444444444;1888.88888888889;2244303.60041307;6497136.08831783
1;29;35000;29;2020;1;0;0;1206.89655172414;1125;2242141.34281755;6499522.09980957
2;59;85000;64;2020;0;1;0;1440.67796610169;1239.13043478261;2243607.93409369;6500297.95162086
3;200;195000;250;2020;0;1;0;975;780;2240781.40811714;6495930.68852167
3;170;42000;280;2020;0;1;1;247.058823529412;394.804194805195;2239317.99603386;6498414.13894028
2;211;69900;289;2020;0;1;0;331.279620853081;546.209186496956;2246823.92464926;6502547.4263313
1;40;37000;40;2020;0;0;0;925;1051.92307692308;2244025.16359031;6501586.10987407
1;60;68000;50;2020;1;1;1;1133.33333333333;1720;2236948.00829723;6501304.14256057
2;60;51000;66;2020;1;1;0;850;1533.33333333333;2243030.9639417;6496197.51116013
3;130;2e+05;220;2020;0;1;0;1538.46153846154;1723.75;2244478.14106784;6497848.31597842
2;262;1e+05;154;2020;0;1;0;381.679389312977;649.509803921569;2246922.89720731;6497347.25488642
2;100;158000;143;2020;0;0;0;1580;1785.71428571429;2243269.46182584;6496674.04094057
3;200;210000;200;2020;0;1;0;1050;916.666666666667;2242444.24793101;6495316.53585322
3;140;85000;140;2020;0;1;0;607.142857142857;693.548387096774;2240659.59406349;6497329.40222169
2;140;155000;140;2020;0;1;1;1107.14285714286;1179.71014492754;2233351.43607154;6508249.05921961
1;36;68000;39;2020;0;0;0;1888.88888888889;1858.57142857143;2243604.38593985;6496720.41537298
1;52;140000;79;2020;1;1;1;2692.30769230769;1230.76923076923;2237703.6225488;6502287.18788265
1;30;26000;30;2019;0;0;0;866.666666666667;955.844155844156;2241795.70220949;6497558.60908942
3;180;185000;360;2019;0;1;0;1027.77777777778;1285.71428571429;2247119.40523713;6493477.95193526
3;160;75000;250;2019;0;1;0;468.75;1862.82051282051;2244900.70389057;6497307.21305769
1;48;52999;48;2020;0;0;0;1104.14583333333;1479.3771043771;2243676.61485796;6498104.60824683
3;450;679000;1500;2020;0;1;1;1508.88888888889;1100.23041474654;2246604.47880345;6491400.66391486
1;80;105000;80;2019;0;0;0;1312.5;1866.66666666667;2244462.46813884;6497312.34175505
2;101;110000;159;2019;0;0;0;1089.10891089109;1075;2241385.02358656;6500375.62245964
2;60;105000;72;2019;0;0;0;1750;1372.98387096774;2243095.36317423;6498725.50480051
3;164;59000;250;2020;0;1;0;359.756097560976;1233.33333333333;2244561.89860847;6498564.05103561
3;120;120000;285;2020;0;1;1;1000;844.155844155844;2246151.8303698;6494441.94125582
1;390;240000;800;2020;0;1;1;615.384615384615;908.636363636364;2235516.96331688;6510307.70267626
2;116;129900;120;2020;0;0;0;1119.8275862069;1111.11111111111;2242326.35410241;6492432.48337446
1;45;75000;47;2020;0;0;0;1666.66666666667;1888.88888888889;2244423.5238466;6497026.67282529
1;35;67000;35;2020;0;0;0;1914.28571428571;1865.625;2243646.61558974;6496964.51143822
2;59;190000;67;2020;0;0;0;3220.33898305085;1862.83582089552;2244745.36342382;6497316.06420111
1;127;150000;260;2020;0;1;0;1181.10236220472;1071.42857142857;2243377.99618836;6495017.87471953
1;200;170000;240;2020;0;1;0;850;1228.0701754386;2244958.90370503;6500533.75778202
1;41;55000;41;2020;0;0;1;1341.46341463415;1802.43902439024;2245406.60093311;6499160.91282816
2;65;75000;365;2019;0;0;0;1153.84615384615;1064.51612903226;2236994.22162889;6506645.77607208
3;375;180000;195;2019;0;1;0;480;1185.18518518519;2237376.5515429;6510809.41595827
1;50;79000;50;2019;0;0;0;1580;1328.125;2238300.74593472;6500958.56923714
2;58;71500;60;2019;0;0;0;1232.75862068966;1136.35227272727;2240763.02625031;6499451.8437685
1;96;130000;96;2020;0;0;0;1354.16666666667;1909.09090909091;2243879.12086052;6496859.1254118
2;61;115000;73;2020;0;1;0;1885.24590163934;1666.66666666667;2246074.46231898;6498639.28768036
2;450;650000;450;2020;0;0;1;1444.44444444444;1428.57142857143;2233205.21360838;6506794.30587341
3;250;80000;120;2020;0;0;0;320;717.142857142857;2239022.9963861;6499515.23598366
3;320;40000;160;2020;0;1;0;125;533.980582524272;2237854.48795131;6495578.19957954
2;140;2e+05;180;2019;0;1;1;1428.57142857143;1166.66666666667;2241101.46220967;6505686.79156942
2;126;67500;250;2019;0;0;0;535.714285714286;930.693069306931;2245387.26470165;6494725.15998677
3;175;1e+05;325;2019;0;1;0;571.428571428571;935;2234885.60201059;6510302.84749647
1;45;85000;55;2019;0;0;0;1888.88888888889;1390.09661835749;2243660.25460417;6498551.56031538
1;45;45000;45;2020;0;0;0;1000;800;2240158.85362382;6498476.77442232
3;233;180000;251;2020;0;1;0;772.532188841202;857.142857142857;2241182.88964631;6502458.23484197
2;108;48000;250;2020;0;1;0;444.444444444444;803.978408636545;2248800.3846403;6495634.17961035
5;425;179000;492;2020;0;1;0;421.176470588235;975.609756097561;2242985.99315063;6500655.06998311
2;84;72000;84;2020;0;0;0;857.142857142857;1310.08846153846;2244362.36032561;6499296.74705142
3;128;123000;324;2019;0;0;0;960.9375;765.55023923445;2241750.69744803;6495341.33866639
3;92;63500;115;2019;0;1;0;690.217391304348;1571.42857142857;2243182.70146567;6497702.87672088
3;75;59999;75;2020;0;0;0;799.986666666667;1325;2244506.44192489;6499495.28192214
1;47;57000;47;2020;0;0;0;1212.76595744681;1308.60805860806;2243088.67701508;6499404.2393072
1;39;44900;39;2020;0;0;0;1151.28205128205;1025.5;2246607.6980814;6499746.65263224
3;200;64900;255;2019;0;1;0;324.5;863.461538461538;2246465.98618921;6493996.05902931
3;316;340000;316;2020;0;1;1;1075.94936708861;1095.2380952381;2239119.25566712;6502786.8509269
1;45;69900;60;2020;0;0;0;1553.33333333333;1206.89655172414;2242560.57379872;6499487.66443312
2;130;85000;280;2020;0;1;0;653.846153846154;730.07662835249;2241184.0403989;6498012.12532641
3;98;115000;182;2020;0;0;0;1173.4693877551;1289.18128654971;2242453.58635419;6498639.7598479
3;154;115000;154;2019;0;0;0;746.753246753247;917.777777777778;2243299.94611079;6501198.77528975
3;86;35500;280;2019;0;1;0;412.790697674419;487.676767676768;2236941.50595639;6499192.73148656
2;42;79900;52;2019;0;0;0;1902.38095238095;1857.14285714286;2243595.61300019;6496847.17539136
2;60;81000;60;2019;0;0;0;1350;1150;2240709.76345354;6500001.28950271
4;351;280000;351;2020;0;1;1;797.720797720798;1055.55555555556;2244295.96149743;6489411.37648868
1;160;385000;160;2020;0;1;1;2406.25;1887.62626262626;2244505.28411637;6497106.04623714
1;42;72000;44;2020;0;0;0;1714.28571428571;1875;2244418.85582231;6497357.73232419
1;40;25000;40;2020;0;0;0;625;937.5;2243638.95974383;6494601.25709592
2;181;85000;277;2020;0;1;0;469.613259668508;900;2241636.24316776;6502054.97893981
1;38;49999;47;2020;0;0;0;1315.76315789474;1333.33333333333;2244119.25965041;6498991.36003129
2;60;53500;66;2020;1;1;0;891.666666666667;1533.33333333333;2243030.9639417;6496197.51116013
1;40;80000;43;2020;0;0;0;2000;1733.33333333333;2243718.17122063;6497440.82346476
3;160;280000;600;2019;0;0;0;1750;1332.91666666667;2235881.87376537;6503688.06533096
1;42;20999;200;2019;0;1;0;499.97619047619;524.975;2247728.95437411;6495610.62546093
1;42;60000;50;2019;0;0;0;1428.57142857143;1367.30205278592;2243090.82489962;6498713.23388066
3;141;85000;250;2020;0;1;0;602.836879432624;762.823439878234;2249545.37364726;6496361.44785296
2;53;57000;53;2019;0;0;0;1075.47169811321;693.376068376068;2247425.56547796;6497285.95030094
3;200;165000;200;2019;0;1;1;825;1444.44444444444;2243884.69881881;6495104.79630116
2;152;145000;260;2019;0;1;0;953.947368421053;873.484848484848;2241603.06085888;6501842.47194021
1;40;35000;40;2019;0;0;0;875;613.636363636364;2248108.18977188;6497288.45919933
1;35;60000;42;2019;0;0;0;1714.28571428571;1372.98387096774;2243095.36317423;6498725.50480051
2;150;25000;300;2020;0;1;0;166.666666666667;1000;2239049.58833373;6491423.90998761
1;200;120000;390;2020;0;1;0;600;1021.12676056338;2240945.04018522;6504249.4753667
2;99;189999;99;2020;0;0;0;1919.18181818182;1888.88888888889;2244063.38503193;6497302.12455982
1;70;64000;77;2020;0;0;0;914.285714285714;1151.2474012474;2242208.95689442;6499490.42565054
2;77;80000;81;2020;0;0;0;1038.96103896104;1233.33333333333;2244561.89860847;6498564.05103561
5;630;670000;630;2020;0;0;1;1063.49206349206;1444.44444444444;2233668.25363988;6506129.08897157
1;177;239000;358;2020;0;1;1;1350.28248587571;1178.57142857143;2237376.46101683;6510827.95929145
1;45;55000;45;2020;0;0;0;1222.22222222222;1136.36363636364;2241242.69500189;6499800.11768415
2;70;153120;87;2020;0;1;1;2187.42857142857;1532.48945147679;2241318.93058729;6497291.73454096
